0;100;150000000;5076;9373954314570;542748789026841;0,009352393045595;0,982728742091940
2;100;150000000;15851;358312798700;176729906867204;0,089690535580435;0,997972540103418
3;100;150000000;256;39387220692;542748700142350;0,000471673170167;0,999927430096688
4;100;150000000;28251;752845915393;542748792680143;0,052051704915812;0,998612901722590
5;100;150000000;3874;62173017530587;542748691518547;0,007137741758826;0,885447872095953
6;100;150000000;376;226655969119;542748804752727;0,000692769835157;0,999582392504352
7;100;150000000;3977;13008884347382;542748797788304;0,007327515079179;0,976031481966624
8;100;150000000;16895;7935586654639;542748699119794;0,031128586816329;0,985378893275086
9;100;150000000;32416;18218917694885;542748762853674;0,059725608271427;0,966432134088905
0;100;200000000;4360;9141291147099;542748789026841;0,008033182363829;0,983157417700573
2;100;200000000;1293;43708615296;176729906867204;0,007316248975175;0,999752681274659
3;100;200000000;160;29385947591;542748700142350;0,000294795731354;0,999945857175552
4;100;200000000;3652;146333216095;542748792680143;0,006728711420925;0,999730384999343
5;100;200000000;2191;62028503310817;542748691518547;0,004036859110374;0,885714135694609
6;100;200000000;258;211185193677;542748804752727;0,000475358025187;0,999610896989864
7;100;200000000;3672;12818401458771;542748797788304;0,006765560817386;0,976382441543849
8;100;200000000;12955;7191266222294;542748699119794;0,023869241918055;0,986750283816513
9;100;200000000;31226;16627898712636;542748762853674;0,057533065272815;0,969363543778139
0;100;400000000;3418;8373928802961;542748789026841;0,006297572779717;0,984571262115618
2;100;400000000;1;9361004;176729906867204;0,000005658351876;0,999999947032146
3;100;400000000;54;8249124803;542748700142350;0,000099493559332;0,999984801207629
4;100;400000000;116;15333665881;542748792680143;0,000213726868792;0,999971748134519
5;100;400000000;1418;61686542582868;542748691518547;0,002612627210639;0,886344189222684
6;100;400000000;190;167242554313;542748804752727;0,000350069863510;0,999691860114940
7;100;400000000;3134;12140748559219;542748797788304;0,005774310349044;0,977630998707519
8;100;400000000;5720;5375448458569;542748699119794;0,010538947415768;0,990095879608212
9;100;400000000;24587;10961192400556;542748762853674;0,045300886308291;0,979804297769517
0;100;600000000;2767;7756376221742;542748789026841;0,005098122844201;0,985709086084468
2;100;600000000;0;0;176729906867204;0,000000000000000;1,000000000000000
3;100;600000000;9;2106091805;542748700142350;0,000016582259889;0,999996119582038
4;100;600000000;23;2772857604;542748792680143;0,000042376879157;0,999994891084713
5;100;600000000;1168;61431128514389;542748691518547;0,002152008873079;0,886814782837132
6;100;600000000;139;134846620784;542748804752727;0,000256103742252;0,999751548746670
7;100;600000000;2754;11553408737524;542748797788304;0,005074170613040;0,978713156464641
8;100;600000000;3906;4437803381296;542748699119794;0,007196700805243;0,991823465650875
9;100;600000000;15489;6948833017091;542748762853674;0,028538065971006;0,987196962033492
0;100;800000000;2251;7255872658912;542748789026841;0,004147406766280;0,986631250395009
2;100;800000000;0;0;176729906867204;0,000000000000000;1,000000000000000
3;100;800000000;4;717820133;542748700142350;0,000007369893284;0,999998677435556
4;100;800000000;5;702835578;542748792680143;0,000009212365034;0,999998705044419
5;100;800000000;1029;61212219933777;542748691518547;0,001895905077396;0,887218116063049
6;100;800000000;95;111587674614;542748804752727;0,000175034931755;0,999794402726203
7;100;800000000;2489;11028972195087;542748797788304;0,004585915270826;0,979679416628779
8;100;800000000;2911;3757436534740;542748699119794;0,005363439847430;0,993077023416484
9;100;800000000;8294;4622903036632;542748762853674;0,015281471958391;0,991482425473758
